Identificativo univoco del prodotto (della versione master);ID prodotto;Handle (della versione master);Status di validazione;Titolo;Anno di pubblicazione;Data di creazione;Data Ahead of Print;Tipologia (definita da IRIS);Tipologia (collezione);Sottotipologia;Status di pubblicazione;Presenza coautori internazionali;Tutti gli autori/Curatori;Nr autori/Curatori (numero);contributors: autori/curatori di journal/serie di fascia A;Rilevanza nazionale/internazionale;Tipo di referaggio;Carattere della pubblicazione;SSD del prodotto;Lingua (codice);Rivista/Serie: ISSN;URL;DOI;Formato;codice: ISBN;Abstract;Parole chiave;brevetto: Data di deposito;Centro di ricerca;autore: ID persona (IRIS);Parole chiave - ERC (concatenazione) - autore;scopus: Nr citazioni;wos: Identificativo;scopus: Identificativo;wos: Nr citazioni;wos: affiliations;u-gov: Classificazione ausiliaria 1;wos: Valore Impact factor;Presenza Impact Factor (indicato nei metadati- manuale);wos: Valore Impact factor (riferito all'ultimo anno disponibile)
13742;13742;2318/1502689;Validazione non prevista (pubblicato);Parameter-dependent Pseudodifferential Operators of Toelitz Type;2015;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;no;J. Seiler;1;;;Esperti anonimi;;;eng;0373-3114;http://arXiv.org/pdf/1202.4574;10.1007/s10231-013-0369-z;;;"We present a calculus of pseudodifferential operators that contains both usual parameter-dependent operators - where a real parameter 	au enters as an additional covariable - as well as operators not depending on 	au. 
Parameter-ellipticity is characterized by the invertibility of three associated principal symbols. The homogeneous principal symbol is not smooth on the whole co-sphere bundle but only admits directional limits at the north-poles, encoded by a principal angular symbol. Furthermore there is a limit-family for 	au	o+infty. Ellipticity permits to construct parametrices that are inverses for large values of the parameter. We then obtain sub-calculi of Toeplitz type with a corresponding symbol structure. In particular, we discuss  
invertibility of operators of the form P_1A(	au)P_0 where both P_0 and P_1 are zero-order projections and A(	au) is a usual parameter-dependent operator of arbitrary order or A(	au)=	au^{mu}-A with a pseudodifferential operator A of positive integer order mu.";"parameter-dependent pseudodifferential operators; pseudodifferential operators of Toeplitz type; ellipticity and parametrix construction; resolvent";;;180;;2;WOS:000348436400008;2-s2.0-84958775017;1;;;0.861;;1
13796;13796;2318/140091;Validazione non prevista (pubblicato);Structured Data Access Annotations for Massively Parallel Computations;2013;;;info:eu-repo/semantics/bookPart;02A-Contributo in volume;;;si;"Marco Aldinucci; Sonia Campa; Peter Kilpatrick; Massimo Torquati";4;;;Esperti anonimi;;;eng;0302-9743;;10.1007/978-3-642-36949-0_42;;"9783642369483; 9783642369490";We describe an approach aimed at addressing the issue of joint exploitation of control (stream) and data parallelism in a skeleton based parallel programming environment, based on annotations and refactoring. Annotations drive efficient implementation of a parallel computation. Refactoring is used to transform the associated skeleton tree into a more efficient, functionally equivalent skeleton tree. In most cases, cost models are used to drive the refactoring process. We show how sample use case applications/kernels may be optimized and discuss preliminary experiments with FastFlow assessing the theoretical results.;algorithmic skeletons, cost models, data parallelism, parallel design patterns, refactoring;;;24800;;4;WOS:000341240400042;2-s2.0-84874434852;3;;;;;0.513
13807;13807;2318/1503059;Validazione non prevista (pubblicato);A quasi-order on continuous functions;2013;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;si;Raphaël  Carroy;1;;;Esperti anonimi;;;eng;0022-4812;;10.2178/jsl.7802150;;;;;;;3671;;10;WOS:000319847400015;2-s2.0-84881362552;9;;;0.467;;0.5
13817;13817;2318/1503125;Validazione non prevista (pubblicato);Reliable approximation of separatrix manifolds in competition models with safety niches;2015;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;no;"R. Cavoretto; A. De Rossi; E. Perracchione; E. Venturino";4;;;Esperti anonimi;;;eng;0020-7160;http://arxiv.org/pdf/1411.3938.pdf;10.1080/00207160.2013.867955;;;;;;;15972;;25;WOS:000356234200009;2-s2.0-84896574146;22;;;0.577;;1.7
13817;13817;2318/1503125;Validazione non prevista (pubblicato);Reliable approximation of separatrix manifolds in competition models with safety niches;2015;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;no;"R. Cavoretto; A. De Rossi; E. Perracchione; E. Venturino";4;;;Esperti anonimi;;;eng;0020-7160;http://arxiv.org/pdf/1411.3938.pdf;10.1080/00207160.2013.867955;;;;;;;17149;;25;WOS:000356234200009;2-s2.0-84896574146;22;;;0.577;;1.7
13945;13945;2318/1503303;Validazione non prevista (pubblicato);A numerical algorithm for multidimensional modeling of scattered data points;2015;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;no;R. Cavoretto;1;;;Esperti anonimi;;;eng;0101-8205;;10.1007/s40314-013-0104-9;;;;;;;15972;;26;WOS:000351873600005;2-s2.0-84929142065;23;;;0.802;;0.863
14074;14074;2318/1504113;Validazione non prevista (pubblicato);Monadic Decompositions and Classical Lie Theory;2015;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;si;"A.  Ardizzoni; J.  Gómez-Torrecillas; C.  Menini";3;;;Esperti anonimi;;;eng;0927-2852;http://arxiv.org/abs/1203.2881;10.1007/s10485-013-9326-7;;;We show that the functor from bialgebras to vector spaces sending a bialgebra to its subspace of primitives has monadic length at most 2.;"Monads; Lie algebras";;;1629;;6;WOS:000348278400007;2-s2.0-84946723291;5;;;0.5;;0.6
14090;14090;2318/1504213;Validazione non prevista (pubblicato);Two and three dimensional partition of unity interpolation by product-type functions;2015;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;no;R. Cavoretto;1;;;Esperti anonimi;;;eng;2325-0399;;10.12785/amis/090101;;;;;;;15972;;7;;2-s2.0-84907228663;;;;;;1.232
14091;14091;2318/1504214;Validazione non prevista (pubblicato);An introduction to the Hilbert-Schmidt SVD using iterated Brownian bridge kernels;2015;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;si;"R. Cavoretto; G. E. Fasshauer; M. McCourt";3;;;Esperti anonimi;;;eng;1017-1398;;10.1007/s11075-014-9850-z;;;"Kernel-based approximation methods -- often in the form of radial basis functions -- have been used for many years now and usually involve setting up a kernel matrix which may be ill-conditioned when the shape parameter of the kernel takes on extreme values, i.e., makes the kernel ""flat"". In this paper we present an algorithm we refer to as the Hilbert-Schmidt SVD and use it to emphasize two important points which -- while not entirely new -- present a paradigm shift under way in the practical application of kernel-based approximation methods: (i) it is not necessary to form the kernel matrix (in fact, it might even be a bad idea to do so), and (ii) it is not necessary to know the kernel in closed form. While the Hilbert-Schmidt SVD and its two implications apply to general positive definite kernels, we introduce in this paper a class of so-called iterated Brownian bridge kernels which allow us to
keep the discussion as simple and accessible as possible.";Hilbert-Schmidt SVD, Iterated Brownian bridge kernels, Positive definite kernels, Stable interpolation, Splines;;;15972;;47;WOS:000349020200011;2-s2.0-84947899574;41;;;1.366;;1.7
14167;14167;2318/1504616;Validazione non prevista (pubblicato);Exploiting Rateless Codes in Cloud Storage Systems;2015;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;no;"C. Anglano; R. Gaeta; M. Grangetto";3;;;Esperti anonimi;;;eng;1045-9219;http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6810144;10.1109/TPDS.2014.2321745;;;Block-level cloud storage (BLCS) offers to users and applications the access to persistent block storage devices (virtual disks) that can be directly accessed and used as if they were raw physical disks. In this paper we devise ENIGMA, an architecture for the back-end of BLCS systems able to provide adequate levels of access and transfer performance, availability, integrity, and confidentiality, for the data it stores. ENIGMA exploits LT rateless codes to store fragments of sectors on storage nodes organized in clusters. We quantitatively evaluate how the various ENIGMA system parameters affect the performance, availability, integrity, and confidentiality of virtual disks. These evaluations are carried out by using both analytical modeling (for availability, integrity, and confidentiality) and discrete event simulation (for performance), and by considering a set of realistic operational scenarios. Our results indicate that it is possible to simultaneously achieve all the objectives set forth for BLCS systems by using ENIGMA, and that a careful choice of the various system parameters is crucial to achieve a good compromise among them. Moreover, they also show that LT coding-based BLCS systems outperform traditional BLCS systems in all the aspects mentioned before.;Cloud storage, availability, confidentiality, integrity, performance, rateless codes;;;15288;;37;WOS:000352728200010;2-s2.0-84927589445;32;;;2.661;;5.6
14167;14167;2318/1504616;Validazione non prevista (pubblicato);Exploiting Rateless Codes in Cloud Storage Systems;2015;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;no;"C. Anglano; R. Gaeta; M. Grangetto";3;;;Esperti anonimi;;;eng;1045-9219;http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6810144;10.1109/TPDS.2014.2321745;;;Block-level cloud storage (BLCS) offers to users and applications the access to persistent block storage devices (virtual disks) that can be directly accessed and used as if they were raw physical disks. In this paper we devise ENIGMA, an architecture for the back-end of BLCS systems able to provide adequate levels of access and transfer performance, availability, integrity, and confidentiality, for the data it stores. ENIGMA exploits LT rateless codes to store fragments of sectors on storage nodes organized in clusters. We quantitatively evaluate how the various ENIGMA system parameters affect the performance, availability, integrity, and confidentiality of virtual disks. These evaluations are carried out by using both analytical modeling (for availability, integrity, and confidentiality) and discrete event simulation (for performance), and by considering a set of realistic operational scenarios. Our results indicate that it is possible to simultaneously achieve all the objectives set forth for BLCS systems by using ENIGMA, and that a careful choice of the various system parameters is crucial to achieve a good compromise among them. Moreover, they also show that LT coding-based BLCS systems outperform traditional BLCS systems in all the aspects mentioned before.;Cloud storage, availability, confidentiality, integrity, performance, rateless codes;;;17846;;37;WOS:000352728200010;2-s2.0-84927589445;32;;;2.661;;5.6
